00000A00	Silverd
A0430F00	Gladiator's Cloth Armor
A0440F00	Pepper
A0450F00	Poison-Soaked Oakwood Mushroom
A0460F00	Hernandian Noble's Cloak
A0470F00	Acclaimed - Lion's Majesty
A0480F00	Blue Dye
A0490F00	Alfred's Poster
A04A0F00	Hidden Treasure Map Piece 1
A04B0F00	Empty Grave
A04C0F00	Filling Grilled Bird Meat
A04D0F00	Beastbane II
A04E0F00	Medium Calphadean Banner Pike
A04F0F00	Filling Fish Skewers
A0500F00	Excavation Site Manager's Note
A0650000	Oakwood Mushroom Tea
A0960100	Ulman Cloth Cap
A0BB0100	Mohill Leather Armor
A0BE0100	Myrnen Cloth Armor
A0D00300	Iris Greataxe
A0E00100	Ebenezer Leather Gloves
A0E10100	Martail Leather Gloves
A0E40100	Chizhar Cloth Gloves
A1080200	Saruen Leather Boots
A10B0200	Barrette Cloth Boots
A1210C00	Worn Necklace
A13E2000	Berenzard Leather Armor
A1420F00	Tough Hunter's Leather Gloves
A1430F00	Gladiator Cloth Gloves
A1440F00	Bounty Notice - Broll
A1450F00	Priscus's Cloth Armor
A1460F00	Flower Basket
A1470F00	Study - A Sheep with Horns
A1480F00	Dark Blue Dye
A1490F00	Dahlia's Poster
A14A0B00	Thin Hide
A14A0F00	Eye of the Sky
A14B0F00	Dead Tree
A14C0F00	Hearty Grilled Pincers
A14D0F00	Beastbane III
A14E0F00	Medium Staglord Banner Pike
A14F0F00	Hearty Braised Fish
A1500F00	Foreman's Note
A1730000	Red Tonguesole
A18C2000	Acria Leather Gloves
A1BB0100	Lunpherd Leather Armor
A1BE0100	Bollin Cloth Armor
A1D00300	Gorthak Greataxe
A1E00100	Pavis Leather Gloves
A1E10100	Wentz Leather Gloves
A20B0200	Gaut Cloth Boots
A2210C00	Tarnished Necklace
A23E2000	Croden Leather Armor
A2420F00	Bounty Hunter's Plate Helm
A2430F00	Gladiator Cloth Boots
A2440F00	Flawless Stone
A2450F00	Praevus's Cloth Armor
A2460F00	Daisy Flower Basket
A2470F00	Study - The Hound
A2480F00	Deep Blue Dye
A2490F00	Annabella's Poster
A24A0B00	Short Hair Hide
A24A0F00	REN-X Surveillance Record
A24B0F00	Square Rock
A24C0F00	Crescent Moon Slash
A24D0F00	Abyssbane I
A24E0F00	Medium Delesyian Banner Pike
A24F0F00	Satisfying Braised Fish
A2500F00	Eldred's Note
A2730000	Red Seabream
A2A90300	Sydmon Longsword
A2B10100	Inquisitor's Plate Armor
A2B50100	Lodi Chain Mail
A2BB0100	Islekk Leather Armor
A2BE0100	Livner Cloth Armor
A33E2000	Balgraun Leather Armor
A3420F00	Bounty Hunter's Plate Armor
A3430F00	Staglord Acolyte's Leather Armor
A3440F00	Investigative Log: Truth on the Sands
A3450F00	Hernandian Guard Captain's Cloth Cloak
A3460F00	Demenissian Crown
A3470F00	Masterpiece - King of Death
A3480F00	Bright Sky Blue Dye
A3490F00	Shadowleaf Leather Cloak
A34A0B00	Long Hair Hide
A34A0F00	Horn Thief
A34B0F00	Ruins Excavation
A34C0F00	Half Moon Slash
A34D0F00	Abyssbane II
A34E0F00	Medium Dewhaven Banner Pike
A34F0F00	Filling Braised Fish
A3500F00	Farmer's Note
A3730000	Salmon
A38A0100	Beastman Bone Helmet
A3B50100	Drivon Chain Mail
A3BB0100	Baladean Leather Armor
A3BE0100	Ruvib Cloth Armor
A3BF0100	The Masked Liberator's Cloth Armor
A3D00300	Troll Hook Greataxe
A3E00100	Rondel Leather Gloves
A3E40100	Sunset Reed Cloth Gloves
A4080200	Pasti Leather Boots
A40B0200	Matia Leather Boots
A4380000	Alpha Wolf Helm
A43E2000	Rolfe Leather Armor
A4420F00	Bounty Hunter's Plate Gloves
A4430F00	Bleed Officer's Cloth Armor
A4440F00	Brimstone
A4450F00	Guard Captain's Plate Helm
A4460F00	Demenissian Noble's Cloak
A4470F00	Study - Red Bighorn Sheep
A4480F00	Rich Sky Blue Dye
A4490F00	Chocolate
A44A0B00	Thick Hide
A44A0F00	Missing Wooly
A44B0F00	Iguana Hatchery
A44C0F00	Fullmoon Slash
A44D0F00	Abyssbane III
A44E0F00	Provisions Supply Contract - Hernand
A44F0F00	Hearty Marinated Meat
A4500F00	Provisioner's Shop Note
A4730000	Sturgeon
A4B9D663	Orc Blaster
A4BB0100	Navan Cloth Armor
A4BE0100	Bleed Cloth Armor
A4BF0100	Keller Cloth Armor
A4D00300	Kylus Greataxe
A4E00100	Perseus Leather Gloves
A4E2E713	Scarlet Blades Gas Mask
A5070200	Mulia Leather Boots
A5380000	Boss Bear Hat
A53E2000	Dux Leather Armor
A5420F00	Bounty Hunter's Plate Boots
A5430F00	Staglord Acolyte's Leather Armor
A5440F00	Bounty Notice - Patrick
A5450F00	Guard Captain's Plate Armor
A5460F00	Delesyian Crown
A5470F00	Notable - King of Hens
A5480F00	Sky Blue Dye
A5490F00	Rising Torrent
A54A0B00	Sturdy Hide
A54A0F00	Flame Spear Blueprint
A54B0F00	Barrick's Hideout
A54C0F00	Twilight Messengers' Plate Gloves
A54D0F00	Sighting of the Black Fang
A54E0F00	Provisions Supply Contract - Calphade
A54F0F00	Satisfying Marinated Meat
A5500F00	Order from Above
A5730000	Sockeye Salmon
A58C0B00	False Hellebore
A5B9D663	Steel Blaster
A5BB0100	Glosope Leather Armor
A5BE0100	Alsace Cloth Armor
A5D00300	Bonepit Greataxe
A5E10100	Bolson Leather Gloves
A5E40100	Jester Leather Gloves
A6030200	Regglia Leather Boots
A60B0200	Chizhar Cloth Boots
A63E2000	Roverfelt Leather Armor
A6420F00	Constellation Helm
A6430F00	Gladiator Leather Armor
A6440F00	Bounty Notice - Jonathan
A6450F00	Hernandian Guard Captain's Plate Gloves
A6460F00	Delesyian Noble's Cloak
A6470F00	Magnum Opus - Priest of Bulls
A6480F00	Dark Sky Blue Dye
A6490F00	Mariana's Poster
A64A0F00	Giant Brown Sugar Cube
A64B0F00	Strange Noises from the Cave
A64C0F00	Equestrian I
A64D0F00	Sighting of the Silver Fang
A64E0F00	Provisions Supply Contract - Delesyia
A64F0F00	Filling Marinated Meat
A6500F00	Dark Crescent
A6730000	Blackhead Seabream
A6B9D663	Reinforced Steel Blaster
A6BB0100	Norswich Leather Armor
A6BE0100	Beralt Cloth Armor
A6D00300	Fan-Blade Greataxe
A6E10100	Cains Leather Gloves
A7030200	Rezzcan Leather Boots
A73E2000	Seddry Plate Armor
A7420F00	Beehive Club
A7430F00	Troll Gladiator's Leather Boots
A7440F00	High-Purity Gunpowder
A7450F00	Guard Captain's Plate Boots
A7460F00	Varnian Crown
A7470F00	Magnum Opus - The Tiger General
A7480F00	Deep Sky Blue Dye
A7490F00	Palgar's Poster
A74A0F00	Gold Vein Map
A74B0F00	Dolmen
A74C0F00	Scholastone Celestial Telescope
A74D0F00	Sighting of the White Tiger
A74E0F00	Provisions Supply Contract - Pailune
A74F0F00	Hearty Battered Fish
A7500F00	Ordinary Gloves
A7730000	Opaleye
A78A0100	Rodderham Plate Helm
A7BB0100	Campo Leather Armor
A7BE0100	Monterima Cloth Armor
A7E10100	Dalton Leather Gloves
A7E40100	Ator's Will Leather Gloves
A7F70300	Bekker Warhammer
A8030200	Baku Leather Boots
A8080200	Kassantra Leather Boots
A80B0200	Sunset Reed Cloth Boots
A83E2000	Hubus Leather Armor
A8420F00	Eastern Monk Pack
A8430F00	Troll Gladiator's Plate Helm
A8440F00	Recipe: Mixed Skewers
A8450F00	Valortread Plate Boots
A8460F00	Varnian Noble's Cloak
A8470F00	Notable - Winged Fox
A8480F00	Bright Teal Dye
A8490F00	Eldon's Poster
A84A0F00	Mossy Secret Map
A84B0F00	Timberdale Cabin
A84C0F00	Hernand Banquet Hall
A84D0F00	Fortune I
A84E0F00	Provisions Supply Contract - Beighen
A84F0F00	Satisfying Battered Fish
A8500F00	Ordinary Gloves
A8730000	Barred Knifejaw
A88C2000	Barbarian Leather Gloves
A8BE0100	Deorre Cloth Armor
A8BF0100	Pailunese Attire
A8CF4631	Blacksteel Longia Plate Helm
A8D00300	Horseshoe-Blade Greataxe
A8E10100	Eplern Leather Gloves
A8F70300	Saltroad Warhammer
A9070200	Cyllian Leather Boots
A90B0200	Rabbit Cloth Boots
A9420F00	Master Du's Message
A9430F00	Gladiator's Thorn Plate Helm
A9440F00	Recipe: Harvest Soup
A9450F00	Black Bear Leather Armor
A9460F00	Axiom Bracelet
A9470F00	Study - My Beloved Steed
A9480F00	Rich Teal Dye
A9490F00	Kathor's Poster
A94A0F00	Voyages of Sir Catfish
A94B0F00	Rockshard Valley Ruins
A94C0F00	Demeniss Orphanage
A94D0F00	Fortune II
A94E0F00	Provisions Supply Contract - Demeniss
A94F0F00	Filling Battered Fish
A9500F00	Wronged Man's Note
A9730000	Mackerel
A9960100	Rahelm Cloth Headband
A9BB0100	Janiklo Leather Armor
A9D00300	Hellhounds Chopping Axe
A9E10100	Archen Leather Gloves
A9E40100	Witters Plate Gloves
AA070200	Silverwolf Leather Boots
AA3E2000	Delfreid Leather Armor
AA420F00	Silver Visione Stand
AA430F00	Gladiator's Rat Plate Helm
AA440F00	Gun
AA450F00	Belkandor Plate Boots
AA460F00	Recipe: Steamed Seafood
AA470F00	Study - Bighorn Sheep
AA480F00	Teal Dye
AA490F00	Ronnard's Poster
AA4A0F00	Trace of the Thunder God
AA4B0F00	Withered Path
AA4C0F00	Crow's Ambush
AA4D0F00	Fortune III
AA4E0F00	Provisions Supply Contract - Tommaso
AA4F0F00	Hearty Grilled Meat and Fish
AA500F00	Note at a Man's House
AA8A0100	Taos Plate Helm
AA8C2000	Barbarian Leather Greaves
AA960100	Wyvernflame Cloth Helm
AAA90300	Ignir
AAB50100	Reddin Chain Mail
AABB0100	Nellaccio Leather Armor
AAD00300	Pailunese Logging Axe
AAE10100	Dunion Leather Gloves
AAE40100	Dulone Plate Gloves
AB070200	Conentry Leather Boots
AB080200	Leguna Leather Boots
AB380000	Black Bear Gas Mask
AB3E2000	Carphalen Leather Armor
AB420F00	Autumn Banquet Leather Gloves
AB430F00	Gladiator's Rake Plate Helm
AB440F00	Ceramic
AB450F00	Blue Crab
AB460F00	Autumn Banquet Cloth Cloak
AB470F00	Notable - The Fox
AB480F00	Dark Teal Dye
AB490F00	Terianne's Poster
AB4A0F00	Mysterious Gift
AB4B0F00	Empty House of Arcosa
AB4C0F00	Hernand Office
AB4D0F00	Infinite Arrows I
AB4E0F00	Provisions Supply Contract - Varnia
AB4F0F00	Satisfying Grilled Meat and Fish
AB500F00	Queen's Fangs
AB820300	Alabaster Dagger
AB960100	Muchia Cloth Cap
ABA90300	Delesyian Longsword
ABBB0100	Dasala Leather Armor
ABBE0100	Faians Cloth Armor
ABE10100	Laplace Leather Gloves
ABE40100	Dragon Knight Warrior's Plate Gloves
AC070200	Benberry Leather Boots
AC080200	Layta Plate Boots
AC0B0200	Caliburn's Plate Boots
AC210C00	Worn Ring
AC2F0000	Maydocs Leather Armor
AC35DA7C	Grotevant Plate Gloves
AC3B0100	Recipe: Salt-Roasted Bird Meat
AC3E2000	Ruschar Leather Armor
AC420F00	Low-heeled Leather Boots
AC430F00	Gladiator Plate Gloves
AC440F00	Recipe: Pan-Fried Rice Cakes
AC450F00	Titan's Spear
AC460F00	Yellow Blue-Eyed Grass Basket
AC470F00	Notable - Snowfield Fox
AC480F00	Deep Teal Dye
AC490F00	Ava's Poster
AC4A0F00	Chalice of Corruption
AC4B0F00	Old Battlefield
AC4C0F00	Old Tree
AC4D0F00	Infinite Arrows II
AC4E0F00	Provisions Supply Contract - Vellua
AC4F0F00	Filling Grilled Meat and Fish
AC500F00	Putrid Touch
AC730000	Striped Marlin
ACBB0100	Gerano Leather Armor
ACBF0100	Spetsahorn Cloth Armor
ACD00300	Sigremon Greataxe
ACE00100	Byren's Leather Gloves
ACE10100	Bristel Leather Gloves
ACE40100	Dragon Knight Archer's Plate Gloves
AD070200	Midlier Leather Boots
AD210C00	Tarnished Ring
AD2F0000	Vildyne Leather Armor
AD3E2000	Paltz Leather Armor
AD420F00	Sandwatcher Watcher Pack
AD430F00	Gladiator Plate Boots
AD440F00	Gorthak Orc's Helm
AD450F00	Smoke Bomb
AD460F00	Official Knight's Cloth Cloak
AD470F00	Masterpiece - Crown Prince Edward Thorel
AD480F00	Bright Green Dye
AD490F00	Varis's Poster
AD4A0F00	Bloodstained Blessing
AD4B0F00	Blood-Soaked Gravestone
AD4C0F00	Myurdin and Ludvig
AD4D0F00	Infinite Arrows III
AD4E0F00	Provisions Supply Contract - Skoghorn
AD4F0F00	Hearty Pan-Fried Vegetables
AD500F00	Spiken Cloth Armor
AD63C13A	Valkyder Plate Armor
AD730000	Seahorse
AD8C2000	Orc Bandit's Leather Gloves
ADBB0100	Pisonia Leather Armor
ADBF0100	Muddliss Cloth Armor
ADE00100	Kadallon Leather Gloves
ADE40100	Caliburn's Plate Gloves
ADF70300	Bonepit Warhammer
AE070200	Derting Leather Boots
AE080200	Dannoche Leather Boots
AE2F0000	Adoratt Leather Armor
AE350C00	The Seal of House Serkis
AE380000	Visione
AE3E2000	Erday Leather Armor
AE420F00	Radiant Plate Boots
AE430F00	Slave Gladiator Branding Spear
AE440F00	Recipe: Meat Stew
AE450F00	Flower Basket
AE460F00	Scorpion
AE470F00	Notable - Marni's Portrait
AE480F00	Rich Green Dye
AE490F00	Leonard's Poster
AE4A0F00	Medium Demenissian Banner Pike
AE4B0F00	Clifftop Coffin
AE4C0F00	Runaway
AE4D0F00	Gourmet I
AE4E0F00	Seed Supply Contract - Calphade
AE4F0F00	Satisfying Pan-Fried Vegetables
AE500F00	Leonard's Note
AE8C2000	Bandit's Leather Greaves
AEBB0100	Paliano Leather Armor
AEBE0100	Concarr Cloth Armor
AEBF0100	Delesyian Cloth Attire
AED80100	Trish Leather Gloves
AEF70300	Thalwynd Warhammer
AF080200	Layta Leather Boots
AF2F0000	Colbill Leather Armor
AF380000	Bespoke Visione
AF3E2000	Einz Leather Armor
AF420F00	Fluttering Radiance Plate Boots
AF430F00	Gladiator's Cloth Armor
AF440F00	Boiled Meat
AF450F00	Black Bear Leather Gloves
AF460F00	Centipede
AF470F00	Study - Dignified Genius
AF480F00	Green Dye
AF490F00	Caden's Poster
AF4A0F00	Shadow Gloves
AF4B0F00	Saddler's Note
AF4C0F00	Azerian Manor
AF4D0F00	Gourmet II
AF4E0F00	Seed Supply Contract - Demeniss
AF4F0F00	Filling Pan-Fried Vegetables
AF500F00	Assistant's Note
AF730000	Starfish
AF820300	Dagger of Dark Pursuit
AFBF0100	Kang Cloth Armor
AFD80100	Leahdra Leather Gloves
AFE00100	Salun Leather Gloves
AFF70300	Cactus Warhammer
B0070200	Steyer Leather Boots
B0080200	Catcheta Leather Boots
B02F0000	Coby Leather Armor
B03E2000	Trier Chain Mail
B0420F00	Astrid's Lesser Elixir
B0430F00	Gladiator's Leather Boots
B0440F00	Golden Free Company's Plate Helm
B0450F00	Caltrop Explosive
B0460F00	Mace of Ambition
B0470F00	Study - Marni's Room
B0480F00	Dark Green Dye
B0490F00	Gwendolyn's Poster
B04A0F00	Golden Piggy Bank
B04B0F00	Private Soldier's Plate Armor
B04C0F00	Icy White Glass Lamp
B04D0F00	Gourmet III
B04E0F00	Seed Supply Contract - Delesyia
B04F0F00	Hearty Braised Meat and Fish
B0500F00	Gear Blueprint: Flames of Judgment
B06D0000	Salt-Roasted Fish
B0730000	Squid
B0920100	Uphren Leather Helm
B0BB0100	Locasima Leather Armor
B0BF0100	Zynian Cloth Armor
B0D80100	Veile Leather Gloves
B0E10100	Masti Plate Gloves
B1070200	Ebenezer Leather Boots
B1080200	Caico Leather Boots
B11E0400	Rosemond Pistol
B12F0000	Sherborn Leather Armor
B13E2000	Lutzen Leather Armor
B1420F00	Bounty Hunter's Cloth Armor
B1430F00	Hellhound Leather Helm
B1440F00	Old Research Journal
B1450F00	Recipe: Lavish Meal
B1460F00	Shane's Cloth Headband
B1470F00	Acclaimed - Fields of Color
B1480F00	Deep Green Dye
B1490F00	Rowan's Poster
B14A0F00	Propeller Spear Blueprint
B14B0F00	Giant Bone Pile
B14C0F00	Twilight Glass Lamp
B14D0F00	Efficiency I
B14E0F00	Seed Supply Contract - Pailune
B14F0F00	Satisfying Braised Meat and Fish
B1500F00	A Hunter's Letter
B1730000	Saw-Edged Perch
B1820300	Crow Brothers Dagger
B18F0600	Soporific Blowpipe
B1BB0100	Corey Cloth Armor
B1BE0100	Luwea Cloth Armor
B1BF0100	Zamir Cloth Armor
B1D80100	Behrun Hide Bracers
B1E10100	Takkan Leather Gloves
B2080200	Cosgrove Leather Boots
B21E0400	Jemel Pistol
B23E2000	Pomerin Leather Armor
B2420F00	Bounty Hunter's Cloth Gloves
B2430F00	Bear Pack
B2440F00	Witches of Pywel
B2450F00	Ziggurat Leather Armor
B2460F00	Bounty Notice - Rinaldo
B2470F00	Notable - Golden Lands
B2480F00	Bright Spring Green Dye
B2490F00	Brookner's Poster
B24A0F00	Lightning Spear Blueprint
B24B0F00	Path of Giant Bones
B24C0F00	Lilac Glass Lamp
B24D0F00	Efficiency II
B24E0F00	Seed Supply Contract - Tommaso
B24F0F00	Filling Braised Meat and Fish
B2500F00	Demeniss Earring
B2650000	Honey Tea
B2BB0100	Lariano Cloth Armor
B2BE0100	Gael Cloth Armor
B2BF0100	Lubonon Cloth Armor
B2D80100	Inquisitor's Plate Gloves
B2E10100	Arsen Leather Gloves
B2F70300	Arlem Warhammer
B3070200	Tesslit Leather Boots
B3080200	Caelough Leather Boots
B31E0400	Falconne Pistol
B33E2000	Deltin Leather Armor
B3420F00	Bounty Hunter's Scale Helm
B3430F00	Caliburn's Captain Plate Armor
B3440F00	Fruit Tea
B3450F00	Regal Fritillary Butterfly
B3460F00	Pomegranate Seed
B3470F00	Notable - Nameless
B3480F00	Rich Spring Green Dye
B3490F00	Tibo's Poster
B34A0F00	Hologram Projector
B34B0F00	Remote Ruins
B34C0F00	Icy White Pavilion Glass Lamp
B34D0F00	Efficiency III
B34E0F00	Seed Supply Contract - Varnia
B34F0F00	Hearty Battered Seafood
B3500F00	Shadow Claw
B3710B00	Carrot
B3BB0100	Ranubio Leather Armor
B3BE0100	Bolgan Cloth Armor
B3BF0100	Denill Cloth Armor
B3DF897F	Dalbich Plate Armor
B3E10100	Takah Cloth Gloves
B3F70300	Arlen Warhammer
B4070200	Rhonda Leather Boots
B4080200	Kasset Leather Boots
B41E0400	Vilancia Pistol
B43E2000	Palen Leather Armor
B4420F00	Bounty Hunter's Leather Armor
B4430F00	Bullet
B4440F00	Chalice Bush Pot
B4450F00	Elegant Carmine Leather Armor
B4460F00	Fig Seed
B4470F00	Study - Emptiness
B4480F00	Spring Green Dye
B4490F00	Anne's Poster
B44A0F00	Dark Red Goblet
B44B0F00	Burial Mound
B44C0F00	Twilight Pavilion Glass Lamp
B44D0F00	Ledgermain I
B44E0F00	Purple Scout Necklace
B44F0F00	Satisfying Battered Seafood
B4500F00	Parting Gift
B48C2000	Jackals' Leather Armor
B4BB0100	Ardia Leather Armor
B4BE0100	Dernat Cloth Armor
B4E10100	Silver Plate Gloves
B4F70300	Zargan Warhammer
B5080200	Cassrow Leather Boots
B53E2000	Buellen Leather Armor
B5420F00	Bounty Hunter's Leather Boots
B5430F00	Nameless Sage's Leather Cloak
B5440F00	Modest Silver Pouch
B5450F00	Elegant Carmine Leather Cloak
B5460F00	Balder's Cloth Armor
B5470F00	Orange Seed
B5480F00	Dark Spring Green Dye
B5490F00	Marin's Poster
B54A0F00	T'rukan's Fighting Spirit
B54B0F00	Shipwreck Oak Barrel
B54C0F00	Lilac Pavilion Glass Lamp
B54D0F00	Ledgermain II
B54E0F00	Purple Scout Ring
B54F0F00	Filling Battered Seafood
B5500F00	White Crow's Letter
B5700400	Legion Spearmen's Large Shield
B58C2000	Jackals' Leather Armor
B5BB0100	Antika Leather Armor
B5BE0100	Dondegobi Cloth Armor
B5BF0100	Noble Cloth Armor
B5C11100	Eli's Attire
B5D80100	Canta Plate Gloves
B5E00100	Lespedan Leather Gloves
B5E10100	Chent Leather Gloves
B607BD5F	Patten's Leather Gloves
B6080200	Katz Leather Boots
B63E2000	Dark Ringleader's Cloth Armor
B6420F00	Peddler Cat Hat
B6430F00	Kuku Spear
B6440F00	Letter from a Mother
B6450F00	Elegant Carmine Plate Gloves
B6460F00	Matilda's Cloth Armor
B6470F00	Coffee Cherry Seed
B6480F00	Deep Spring Green Dye
B6490F00	Grond's Poster
B64A0F00	Shadow Contract
B64B0F00	Silverbrook Ruins
B64C0F00	Icy White Watchtower Glass Lamp
B64D0F00	Ledgermain III
B64E0F00	Purple Scout Lantern
B64F0F00	Hearty Battered Meat and Fish
B6500F00	Ancient Retribution
B688D007	Northern Freesword's Leather Gloves
B68A0100	Tarandus Plate Helm
B68C2000	Jackals' Leather Armor
B6920100	Arkhan Leather Helm
B6960100	Rockington Cloth Cap
B699EF7A	Condemner's Plate Armor
B6BB0100	Oustia Leather Armor
B6BE0100	Gobialta Cloth Armor
B6CD8774	Grotevant Plate Helm
B6D80100	Draiga Plate Gloves
B6E10100	Black Bear Leather Gloves
B73E2000	Solworth Leather Armor
B7420F00	Sleepy Scarlet Butterfly
B7430F00	Nameless Sage's Leather Gloves
B7440F00	Eastern Wanderer's Shield
B7450F00	Elegant Carmine Plate Boots
B7460F00	Devan's Cloth Armor
B7470F00	Cacao Seed
B7480F00	Bright Yellow Dye
B7490F00	Herbert's Poster
B74A0F00	Frostward I
B74B0F00	Wooden Pavilion
B74C0F00	Twilight Watchtower Glass Lamp
B74D0F00	Blessing of the Earth I
B74E0F00	Purple Scout Hat
B74F0F00	Satisfying Battered Meat and Fish
B7500F00	Adrina's Note
B7BB0100	Tarabe Leather Armor
B7BE0100	Orbus Cloth Armor
B7BF0100	Odorrey Cloth Armor
B7D80100	Runae Cloth Gloves
B8080200	Ligatra Leather Boots
B8240000	Beoneck Cloth Cap
B83E2000	Dowsampton Leather Armor
B8420F00	Satisfying Toasted Grains
B8430F00	One-Armed Jackals' Leather Armor
B8440F00	Calphadean Contribution Banner Pike
B8450F00	Stellen Manor Closet Key
B8460F00	Terry's Cloth Armor
B8470F00	Marni Laser Helm
B8480F00	Rich Yellow Dye
B8490F00	Nancy's Poster
B84A0F00	Memory of Ancient Nature
B84B0F00	Forest Memorial Stone
B84C0F00	Lilac Watchtower Glass Lamp
B84D0F00	Blessing of the Earth II
B84E0F00	Purple Scout Armor
B84F0F00	Filling Battered Meat and Fish
B8500F00	Carpenter's Note
B88A0100	Musket Border Guard Standard Helm
B8920100	Ledan Leather Helm
B8960100	Deland Plate Helm
B8BB0100	Montlanico Leather Armor
B8BE0100	Hentree Cloth Armor
B8E00100	Rheigis Leather Gloves
B8E10100	Grey Wolf Cloth Gloves
B9070200	Ramastern Leather Boots
B9080200	Cantu Leather Boots
B9240000	Skyblazer Cloth Helm
B92F0000	Hungering Fang Leather Armor
B9420F00	Flames of Judgment
B9430F00	Meliara's Greater Elixir
B9440F00	Lean Bird Meat
B9450F00	Antumbra Bismuth Protection Suit
B9460F00	Stirrups of the Open Sky
B9470F00	Noble Private Soldier's Leather Gloves
B9480F00	Yellow Dye
B9490F00	Ruddy Daggerwing Butterfly
B94A0F00	Leebur's Soul
B94B0F00	Volstein Ruins
B94C0F00	Icy White Hexagonal Lamp
B94D0F00	Blessing of the Earth III
B94E0F00	Purple Scout Cloak
B94F0F00	Hearty Meat and Fish Skewers
B9500F00	Training Field Note
B9820300	Ator's Finger
B98A0100	Lotas Plate Helm
B98C2000	Jackals' Leather Armor
B9BB0100	Carpine Leather Armor
B9BE0100	Oubreve Cloth Armor
B9D80100	Frostcursed Plate Gloves
B9E00100	Hagwood Leather Gloves
B9E10100	Dherri Leather Gloves
B9FF0100	Unyielding Warrior's Plate Boots
BA240000	St. Halssius Priest's Hat
BA2F0000	Helfryn Leather Armor
BA3E2000	Doventry Leather Armor
BA420F00	Recipe: Fish Skewers
BA430F00	Crow Plate Helm
BA440F00	Refined Palmar Pill
BA450F00	Companionship III
BA460F00	Acorn Mace
BA470F00	Sungrove Standard Plate Armor
BA480F00	Dark Yellow Dye
BA490F00	Little Wood Satyr Butterfly
BA4A0F00	Sage's Eye
BA4A4E12	Russet Rhegis Leather Boots
BA4B0F00	Vanished Statue
BA4C0F00	Twilight Hexagonal Lamp
BA4D0F00	Blessing of Nature I
BA4E0F00	Purple Scout Shield
BA4F0F00	Satisfying Meat and Fish Skewers
BA500F00	Maidon's Note
BA960100	Ducriss Conical Cap
BABE0100	Harghai Cloth Armor
BAF70300	Tardik Warhammer
BAFF0100	Golden Greed Plate Boots
BB080200	Andaran Leather Boots
BB1E0400	Shadow of the Past Pistol
BB2F0000	Weasel Leather Armor
BB3A0C5D	Large Pavis Leather Gloves
